"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"222946_s_at"	0.00255253809941751	2.77492756564683e-06	13.4121365963257	"AUNIP"	"aurora kinase A and ninein interacting protein"
"204092_s_at"	0.00255253809941751	2.80361692428727e-06	13.395815058073	"AURKA"	"aurora kinase A"
"219270_at"	0.00255253809941751	2.83205407064785e-06	13.3798144528183	"CHAC1"	"ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"204318_s_at"	0.00255253809941751	2.85953257816332e-06	13.3645176093516	"GTSE1"	"G2 and S-phase expressed 1"
"203418_at"	0.00255253809941751	2.86735364821603e-06	13.3601928226704	"CCNA2"	"cyclin A2"
"201000_at"	0.00255253809941751	2.89451051054203e-06	13.345274538769	"AARS"	"alanyl-tRNA synthetase"
"235732_at"	0.00263571539681179	3.037038317314e-06	13.2693844809274	"ZNF704"	"zinc finger protein 704"
"209709_s_at"	0.00322279822938348	3.77245700375936e-06	12.9307353871441	"HMMR"	"hyaluronan mediated motility receptor"
"213226_at"	0.00343179696068974	4.07986835747295e-06	12.8098733175011	"CCNA2"	"cyclin A2"
"212023_s_at"	0.00356163720114949	4.36757485152588e-06	12.7053726825786	"MKI67"	"marker of proliferation Ki-67"
"235063_at"	0.00356163720114949	4.38728901487468e-06	12.6984868458273	"C20orf196"	"chromosome 20 open reading frame 196"
"206364_at"	0.00356163720114949	4.42965394930344e-06	12.6838020953858	"KIF14"	"kinesin family member 14"
"218308_at"	0.00405504296430658	5.11747534590131e-06	12.4646318735574	"TACC3"	"transforming acidic coiled-coil containing protein 3"
"204033_at"	0.004064199712251	5.24035379175998e-06	12.428851308326	"TRIP13"	"thyroid hormone receptor interactor 13"
"224767_at"	0.004064199712251	5.27769875756417e-06	12.4181566330923	"LOC100506548///RPL37"	"uncharacterized LOC100506548///ribosomal protein L37"
"224841_x_at"	0.00410106317943881	5.40057702642148e-06	12.3835368576075	"SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81"	"small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81"
"205292_s_at"	0.00425911602977859	5.70186531366693e-06	12.3021374793018	"HNRNPA2B1"	"heterogeneous nuclear ribonucleoprotein A2/B1"
"210578_at"	0.00425911602977859	5.76736976977386e-06	12.2850562936813	"TRIM10"	"tripartite motif containing 10"
"221049_s_at"	0.00425911602977859	5.84240881999807e-06	12.2657449920211	"POLL"	"polymerase (DNA) lambda"
"238802_at"	0.00434855806595385	6.04463489734784e-06	12.2150098277703	"TYSND1"	"trypsin domain containing 1"
"213599_at"	0.00462299026594406	6.61628267027884e-06	12.0809671857442	"OIP5"	"Opa interacting protein 5"
"225834_at"	0.00462299026594406	6.67960487999955e-06	12.0668956139837	"FAM72A///FAM72D///FAM72B///FAM72C"	"family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B///family with sequence similarity 72 member C"
"222958_s_at"	0.00462299026594406	6.73636078500745e-06	12.0544053573793	"DEPDC1"	"DEP domain containing 1"
"226835_s_at"	0.00462299026594406	6.76432046228668e-06	12.0482940818644	"ZFAS1"	"ZNFX1 antisense RNA 1"
"213671_s_at"	0.0048734614879286	7.21994294507941e-06	11.9523898600797	"MIR6758///MARS"	"microRNA 6758///methionyl-tRNA synthetase"
"221891_x_at"	0.0053961132953106	8.09293626365742e-06	11.7856857445755	"SNORD14D///SNORD14C///HSPA8"	"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8"
"224187_x_at"	0.00548918391716499	8.33291751485495e-06	11.7432586046035	"SNORD14D///SNORD14C///HSPA8"	"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8"
"231515_at"	0.00550017292986885	8.45019709390001e-06	11.7230027606926	""	""
"212810_s_at"	0.0057258334132723	8.90161573165332e-06	11.6477799031443	"SLC1A4"	"solute carrier family 1 member 4"
"225698_at"	0.0058164154346967	9.14881988813747e-06	11.6083162964929	"EPB41L4A-AS1"	"EPB41L4A antisense RNA 1"
"203835_at"	0.00609556576891005	9.78014769435695e-06	11.5125496183787	"LRRC32"	"leucine rich repeat containing 32"
"235545_at"	0.00609556576891005	1.00137940583986e-05	11.4787926978078	"DEPDC1"	"DEP domain containing 1"
"205878_at"	0.00609556576891005	1.00967902906047e-05	11.4670062042075	"POU6F1"	"POU class 6 homeobox 1"
"1558212_at"	0.00609556576891005	1.01310423883053e-05	11.4621725071148	"LOC101930053///LOC101930048///VLDLR-AS1"	"uncharacterized LOC101930053///uncharacterized LOC101930048///VLDLR antisense RNA 1"
"201719_s_at"	0.00609556576891005	1.01453403744091e-05	11.4601599869314	"EPB41L2"	"erythrocyte membrane protein band 4.1 like 2"
"208687_x_at"	0.00657917073557343	1.11763635631584e-05	11.3225993451112	"SNORD14D///SNORD14C///HSPA8"	"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8"
"204492_at"	0.00657917073557343	1.11909076983691e-05	11.3207584169815	"ARHGAP11A"	"Rho GTPase activating protein 11A"
"1552619_a_at"	0.0066132412040317	1.13698156960033e-05	11.2983225752863	"ANLN"	"anillin actin binding protein"
"222077_s_at"	0.00664638775840703	1.15483646465234e-05	11.2763093838066	"RACGAP1"	"Rac GTPase activating protein 1"
"201464_x_at"	0.00666407857330357	1.17009884414658e-05	11.2577824382549	"JUN"	"Jun proto-oncogene, AP-1 transcription factor subunit"
"212811_x_at"	0.00693725448908489	1.23075205384771e-05	11.1866553675947	"SLC1A4"	"solute carrier family 1 member 4"
"214397_at"	0.00713053491804702	1.27808399079764e-05	11.1337356809765	"MBD2"	"methyl-CpG binding domain protein 2"
"208360_s_at"	0.00715115512733328	1.32079224004454e-05	11.0877742587969	"ERVH-4"	"endogenous retrovirus group H member 4"
"212020_s_at"	0.00715115512733328	1.32199810882811e-05	11.0864999789758	"MKI67"	"marker of proliferation Ki-67"
"226295_at"	0.00715115512733328	1.32462746070052e-05	11.0837258143075	"LOC100507424///ITFG2"	"uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2"
"65517_at"	0.00715115512733328	1.33409752718426e-05	11.0737833194768	"AP1M2"	"adaptor related protein complex 1 mu 2 subunit"
"244100_at"	0.0072647533923857	1.39178032816074e-05	11.0148257096328	""	""
"239670_at"	0.0072647533923857	1.39906943577072e-05	11.007564172311	"WNK2"	"WNK lysine deficient protein kinase 2"
"227617_at"	0.0072647533923857	1.40272203028904e-05	11.0039407712254	"TMEM201"	"transmembrane protein 201"
"201249_at"	0.0072647533923857	1.40843870067286e-05	10.9982902310399	"SLC2A1"	"solute carrier family 2 member 1"
"203145_at"	0.0073902711704658	1.44628992270661e-05	10.9614918286282	"SPAG5"	"sperm associated antigen 5"
"221685_s_at"	0.0074984399922039	1.48117333179336e-05	10.9284897149075	"SPDL1"	"spindle apparatus coiled-coil protein 1"
"31874_at"	0.00756071443122429	1.52690713179748e-05	10.886474031125	"GAS2L1"	"growth arrest specific 2 like 1"
"202095_s_at"	0.00756071443122429	1.57878694578975e-05	10.8404296470662	"BIRC5"	"baculoviral IAP repeat containing 5"
"219650_at"	0.00756071443122429	1.57894388705143e-05	10.8402928542597	"ERCC6L"	"ERCC excision repair 6 like, spindle assembly checkpoint helicase"
"242016_at"	0.00756071443122429	1.5932593571406e-05	10.8278767100018	""	""
"234442_at"	0.00756071443122429	1.59548695815233e-05	10.8259555143106	""	""
"1558821_s_at"	0.00756071443122429	1.60340156325808e-05	10.8191529532043	"LOC102723694"	"uncharacterized LOC102723694"
"217787_s_at"	0.00756071443122429	1.61401331364025e-05	10.8100889936652	"GALNT2"	"polypeptide N-acetylgalactosaminyltransferase 2"
"204822_at"	0.00756071443122429	1.61670001406514e-05	10.8078043910072	"TTK"	"TTK protein kinase"
"212311_at"	0.00756071443122429	1.62417848107342e-05	10.8014667317406	"SEL1L3"	"SEL1L family member 3"
"208673_s_at"	0.00756071443122429	1.64036029544283e-05	10.7878607692559	"SRSF3"	"serine and arginine rich splicing factor 3"
"1569138_a_at"	0.00756071443122429	1.65939179312077e-05	10.7720433366605	"SRCAP"	"Snf2-related CREBBP activator protein"
"222654_at"	0.00756071443122429	1.65941606172275e-05	10.7720232920737	"IMPAD1"	"inositol monophosphatase domain containing 1"
"215534_at"	0.00770004377593175	1.70407918955234e-05	10.7356613852208	""	""
"218177_at"	0.00773964996921063	1.72700008457924e-05	10.7173988349143	"CHMP1B"	"charged multivesicular body protein 1B"
"232278_s_at"	0.00776609259059088	1.74710450597655e-05	10.7015949040751	"DEPDC1"	"DEP domain containing 1"
"207590_s_at"	0.00786862966710252	1.78456347274022e-05	10.6726666677593	"CENPI"	"centromere protein I"
"203002_at"	0.00796671542883362	1.82137984198299e-05	10.644867736211	"AMOTL2"	"angiomotin like 2"
"209563_x_at"	0.00806321032234119	1.85818838704159e-05	10.6176758119494	"CALM3///CALM2///CALM1"	"calmodulin 3///calmodulin 2///calmodulin 1"
"221095_s_at"	0.00923541130402268	2.14521670893622e-05	10.4237592658979	"KCNE2"	"potassium voltage-gated channel subfamily E regulatory subunit 2"
"212801_at"	0.0094260358336884	2.21749734004444e-05	10.3793429335013	"MIR1178///CIT"	"microRNA 1178///citron rho-interacting serine/threonine kinase"
"201586_s_at"	0.0094260358336884	2.22397553277696e-05	10.3754387888831	"SFPQ"	"splicing factor proline and glutamine rich"
"220295_x_at"	0.0095855324052892	2.28647817802832e-05	10.3383910195175	"DEPDC1"	"DEP domain containing 1"
"219582_at"	0.0095855324052892	2.29667077291794e-05	10.3324534636819	"OGFRL1"	"opioid growth factor receptor like 1"
"205571_at"	0.00961337282859871	2.32092402994976e-05	10.318438899891	"LIPT1"	"lipoyltransferase 1"
"244462_at"	0.00978878462412059	2.38117668954374e-05	10.2842968601291	"ZNF224"	"zinc finger protein 224"
"219026_s_at"	0.0105292189522514	2.5805493179729e-05	10.1776443332698	"RASAL2"	"RAS protein activator like 2"
"212314_at"	0.0105922686974532	2.61537498702549e-05	10.1599315738421	"SEL1L3"	"SEL1L family member 3"
"208079_s_at"	0.0107661288879874	2.67799456564478e-05	10.1287149918278	"AURKA"	"aurora kinase A"
"204170_s_at"	0.0107859666881034	2.70265649066331e-05	10.1166368142102	"CKS2"	"CDC28 protein kinase regulatory subunit 2"
"236505_at"	0.0108077004795587	2.72786953119177e-05	10.1044113266877	"NUP62"	"nucleoporin 62"
"201465_s_at"	0.0110709386044126	2.81455960862066e-05	10.0632900313481	"JUN"	"Jun proto-oncogene, AP-1 transcription factor subunit"
"202772_at"	0.0111237938639007	2.84900177754788e-05	10.0473312495085	"HMGCL"	"3-hydroxymethyl-3-methylglutaryl-CoA lyase"
"209797_at"	0.0111237938639007	2.88553771324232e-05	10.0306287836468	"CNPY2"	"canopy FGF signaling regulator 2"
"240235_at"	0.0111237938639007	2.89122644663751e-05	10.0280487586385	"C10orf62"	"chromosome 10 open reading frame 62"
"37028_at"	0.0111237938639007	2.90937818479708e-05	10.019852914266	"PPP1R15A"	"protein phosphatase 1 regulatory subunit 15A"
"231730_at"	0.0112920501109625	2.97403788930699e-05	9.9911008071298	"SEPSECS"	"Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"225557_at"	0.0117114397195715	3.10591451182051e-05	9.93449925995326	"CSRNP1"	"cysteine and serine rich nuclear protein 1"
"240558_at"	0.0119004907615109	3.17781737755937e-05	9.90472311343438	""	""
"212027_at"	0.0120653592791652	3.24391003939146e-05	9.87798877134135	"RBM25"	"RNA binding motif protein 25"
"219493_at"	0.0123898390393318	3.35679775907513e-05	9.83366023709945	"SHCBP1"	"SHC binding and spindle associated 1"
"203359_s_at"	0.0123898390393318	3.39576778993902e-05	9.81873080392841	"GJA9-MYCBP///MYCBP"	"GJA9-MYCBP readthrough///MYC binding protein"
"218266_s_at"	0.0123898390393318	3.3991327954271e-05	9.81745036788925	"NCS1"	"neuronal calcium sensor 1"
"205282_at"	0.0124219810796358	3.43067058623687e-05	9.80551596353219	"LRP8"	"LDL receptor related protein 8"
"225272_at"	0.0125620526246197	3.49233104516176e-05	9.78252163425812	"SAT2"	"spermidine/spermine N1-acetyltransferase family member 2"
"239069_s_at"	0.0126895835383193	3.55099457039388e-05	9.76104883428162	""	""
"212048_s_at"	0.0127135806464462	3.58096281582573e-05	9.75022700035655	"YARS"	"tyrosyl-tRNA synthetase"
"226227_x_at"	0.0127267127270067	3.65049327017751e-05	9.72549150453631	"ZFAS1"	"ZNFX1 antisense RNA 1"
"223307_at"	0.0127267127270067	3.65215660892515e-05	9.72490602649676	"CDCA3"	"cell division cycle associated 3"
"212282_at"	0.0127267127270067	3.65449272636497e-05	9.72408422397299	"TMEM97"	"transmembrane protein 97"
"213508_at"	0.0128428977366453	3.71466406985556e-05	9.70311061761657	"SPTSSA"	"serine palmitoyltransferase small subunit A"
"221436_s_at"	0.0128428977366453	3.73483445839341e-05	9.69616203851312	"CDCA3"	"cell division cycle associated 3"
"209172_s_at"	0.0129437457847874	3.78783598640325e-05	9.67809499716199	"CENPF"	"centromere protein F"
"200962_at"	0.0131293797628324	3.86617309888617e-05	9.65188618003028	"RPL31"	"ribosomal protein L31"
"219188_s_at"	0.0131523165856732	3.89698269205131e-05	9.64173533113926	"MACROD1"	"MACRO domain containing 1"
"224915_x_at"	0.013415559215815	3.9995174251081e-05	9.60856765116213	"ZFAS1"	"ZNFX1 antisense RNA 1"
"224835_at"	0.0136604511407336	4.09751072168323e-05	9.5777172206306	"GPCPD1"	"glycerophosphocholine phosphodiesterase 1"
"228603_at"	0.0139656490741079	4.21459917188441e-05	9.54188471580477	"ACTR3"	"ARP3 actin related protein 3 homolog"
"204094_s_at"	0.0141539114085544	4.29730094891637e-05	9.51721817375971	"TSC22D2"	"TSC22 domain family member 2"
"214085_x_at"	0.0142640631650212	4.36776999255785e-05	9.49660177281143	"GLIPR1"	"GLI pathogenesis related 1"
"1559535_s_at"	0.0142640631650212	4.38292201504082e-05	9.49221588093163	"LOC100996419"	"uncharacterized LOC100996419"
"214583_at"	0.0144407325688091	4.46361921194099e-05	9.46913014301635	"DDI2///RSC1A1"	"DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1"
"218542_at"	0.0144980840126425	4.50786334183671e-05	9.45666358929723	"CEP55"	"centrosomal protein 55"
"223381_at"	0.0146823317008235	4.6160831642424e-05	9.4267199756528	"NUF2"	"NUF2, NDC80 kinetochore complex component"
"203065_s_at"	0.0146823317008235	4.61885880666053e-05	9.42596199079537	"CAV1"	"caveolin 1"
"204444_at"	0.0148477208997217	4.71429385670073e-05	9.40019551250334	"KIF11"	"kinesin family member 11"
"1563112_at"	0.0148477208997217	4.72520061554929e-05	9.39728676119848	""	""
"204830_x_at"	0.0148657799200275	4.75813714861419e-05	9.38854669331178	"PSG5"	"pregnancy specific beta-1-glycoprotein 5"
"220696_at"	0.0159787211459876	5.14358467616611e-05	9.29087305112897	""	""
"238586_at"	0.0160500909117795	5.19591420463644e-05	9.27822555950475	""	""
"220892_s_at"	0.016156326114659	5.25985559837093e-05	9.26295722992426	"PSAT1"	"phosphoserine aminotransferase 1"
"242939_at"	0.0162487590559183	5.32658968308347e-05	9.24723455965782	"TFDP1"	"transcription factor Dp-1"
"225230_at"	0.0162487590559183	5.36415111398523e-05	9.23847839988592	"DRAM2"	"DNA damage regulated autophagy modulator 2"
"208785_s_at"	0.0162487590559183	5.37910450685179e-05	9.23501095884167	"MAP1LC3B"	"microtubule associated protein 1 light chain 3 beta"
"238933_at"	0.0163840288446505	5.45385139410407e-05	9.21783320774636	"IRS1"	"insulin receptor substrate 1"
"233159_at"	0.0165466233755844	5.53823882529849e-05	9.19874318219096	"STARD13-AS"	"STARD13 antisense RNA"
"218663_at"	0.0166448420430551	5.62416726956819e-05	9.17962496381318	"NCAPG"	"non-SMC condensin I complex subunit G"
"203276_at"	0.0166448420430551	5.63199959390068e-05	9.17789807376568	"LMNB1"	"lamin B1"
"209773_s_at"	0.0171830525627519	5.84553777169062e-05	9.13179150136315	"RRM2"	"ribonucleotide reductase regulatory subunit M2"
"211969_at"	0.0173290330933432	5.92689380604514e-05	9.11470240290402	"HSP90AA1"	"heat shock protein 90 alpha family class A member 1"
"204178_s_at"	0.01746737424409	6.00615703317589e-05	9.0982950356285	"RBM14"	"RNA binding motif protein 14"
"232807_at"	0.017723984957609	6.13446314113442e-05	9.07222569484321	"FAM131A"	"family with sequence similarity 131 member A"
"233780_at"	0.017723984957609	6.15922659706579e-05	9.06726211740053	"RIF1"	"replication timing regulatory factor 1"
"206766_at"	0.0177637323484329	6.24502375588239e-05	9.05023030975705	"ITGA10"	"integrin subunit alpha 10"
"209511_at"	0.0177637323484329	6.27125921998399e-05	9.04507269641145	"POLR2F"	"RNA polymerase II subunit F"
"209803_s_at"	0.0177637323484329	6.28442890357212e-05	9.04249246141182	"PHLDA2"	"pleckstrin homology like domain family A member 2"
"1561678_at"	0.0177637323484329	6.30299785202742e-05	9.0388643026545	"LOC101929486"	"uncharacterized LOC101929486"
"217168_s_at"	0.0181849112225534	6.48570221929202e-05	9.00377020141337	"HERPUD1"	"homocysteine inducible ER protein with ubiquitin like domain 1"
"204825_at"	0.0182165292446381	6.55833508165457e-05	8.9901146182699	"MELK"	"maternal embryonic leucine zipper kinase"
"205167_s_at"	0.0182165292446381	6.56361456093957e-05	8.98912841212253	"CDC25C"	"cell division cycle 25C"
"219392_x_at"	0.0182561844892593	6.6270173250024e-05	8.97735132190656	"PRR11"	"proline rich 11"
"229552_at"	0.0182561844892593	6.64468351780996e-05	8.97409150513753	"LOC283454///HRK"	"uncharacterized LOC283454///harakiri, BCL2 interacting protein"
"213889_at"	0.0182944652074497	6.73828459614175e-05	8.95697481537602	"PIGL"	"phosphatidylinositol glycan anchor biosynthesis class L"
"213451_x_at"	0.0182944652074497	6.84167741204222e-05	8.93836373037718	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"210764_s_at"	0.0182944652074497	6.85009913277721e-05	8.93686119843107	"CYR61"	"cysteine rich angiogenic inducer 61"
"217136_at"	0.0182944652074497	6.87731284378983e-05	8.9320195736489	"PPIAL4C///PPIAL4A///PPIAL4G"	"peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G"
"228630_at"	0.0182944652074497	6.89300053268871e-05	8.92923795731438	"ZNF84"	"zinc finger protein 84"
"208648_at"	0.0182944652074497	6.91588856173823e-05	8.92519188357017	"VCP"	"valosin containing protein"
"203764_at"	0.0182944652074497	6.91949434749577e-05	8.92455578390138	"DLGAP5"	"DLG associated protein 5"
"225527_at"	0.0182944652074497	6.94704810353228e-05	8.91970680003667	"CEBPG"	"CCAAT/enhancer binding protein gamma"
"238464_at"	0.0182944652074497	6.95975996918069e-05	8.91747673419933	"ANKRD36"	"ankyrin repeat domain 36"
"215942_s_at"	0.01837408401705	7.06192868547884e-05	8.89971140391114	"GTSE1"	"G2 and S-phase expressed 1"
"212281_s_at"	0.01837408401705	7.07372457326242e-05	8.89767821446745	"TMEM97"	"transmembrane protein 97"
"222408_s_at"	0.01837408401705	7.09086735728861e-05	8.89472993429349	"YPEL5"	"yippee like 5"
"233085_s_at"	0.0186196945802275	7.2197078207741e-05	8.87281501493961	"NABP1"	"nucleic acid binding protein 1"
"205807_s_at"	0.0186345027711754	7.25953194377751e-05	8.86612661648883	"TUFT1"	"tuftelin 1"
"204332_s_at"	0.0194259178054042	7.60337706512389e-05	8.80997666539258	"AGA"	"aspartylglucosaminidase"
"203362_s_at"	0.0194764555040746	7.65877994216013e-05	8.80118659708228	"MAD2L1"	"MAD2 mitotic arrest deficient-like 1 (yeast)"
"220606_s_at"	0.0197049180497893	7.78660787012027e-05	8.78116524433748	"ADPRM"	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
"231659_at"	0.0197049180497893	7.82069907051538e-05	8.77588559747434	"ST3GAL3"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"220390_at"	0.0198370780777401	7.9094339660674e-05	8.7622591623179	"AGBL2"	"ATP/GTP binding protein like 2"
"202240_at"	0.0198442961637497	7.96428482998368e-05	8.75391844682022	"PLK1"	"polo like kinase 1"
"209714_s_at"	0.0198442961637497	7.98690318272463e-05	8.75049712260098	"CDKN3"	"cyclin dependent kinase inhibitor 3"
